timestamp,frame_id,track_id,class_id,confidence,x1,y1,x2,y2
2026-01-03T06:44:43.846974,17,0,0,0.8296887278556824,469,235,515,320
2026-01-03T06:44:43.846974,17,3,7,0.6681859493255615,652,43,722,99
2026-01-03T06:44:43.846974,17,4,2,0.6905075907707214,734,50,767,94
2026-01-03T06:44:43.846974,17,5,14,0.4098261594772339,29,111,49,141
2026-01-03T06:44:43.846974,17,8,0,0.6014407873153687,431,172,459,220
2026-01-03T06:44:43.846974,17,9,0,0.6631773710250854,744,280,767,380
2026-01-03T06:44:43.996232,18,0,0,0.7504443526268005,466,233,497,319
2026-01-03T06:44:43.996232,18,3,7,0.673717200756073,652,44,722,100
2026-01-03T06:44:43.996232,18,4,2,0.6809391975402832,734,49,767,94
2026-01-03T06:44:43.996232,18,5,14,0.4216636121273041,29,111,50,141
2026-01-03T06:44:43.996232,18,8,0,0.3299386203289032,433,175,455,223
2026-01-03T06:44:43.996232,18,9,0,0.7042329907417297,738,277,767,382
2026-01-03T06:44:44.122634,19,0,0,0.8169723153114319,459,232,486,318
2026-01-03T06:44:44.122634,19,3,7,0.6831750273704529,652,44,722,100
2026-01-03T06:44:44.122634,19,4,2,0.6870440244674683,734,49,767,94
2026-01-03T06:44:44.122634,19,5,14,0.4353409707546234,29,111,50,141
2026-01-03T06:44:44.122634,19,9,0,0.7487773895263672,734,274,767,380
2026-01-03T06:44:44.256359,20,0,0,0.775858461856842,438,232,480,317
2026-01-03T06:44:44.256359,20,3,7,0.672815203666687,652,44,722,100
2026-01-03T06:44:44.256359,20,4,2,0.6855273246765137,734,49,767,94
2026-01-03T06:44:44.256359,20,5,14,0.41538411378860474,29,111,50,141
2026-01-03T06:44:44.398595,21,3,7,0.6661440134048462,652,44,722,100
2026-01-03T06:44:44.398595,21,4,2,0.6902310848236084,734,49,767,94
2026-01-03T06:44:44.398595,21,5,14,0.4225173890590668,29,111,50,141
2026-01-03T06:44:44.398595,21,10,0,0.3861818015575409,411,174,425,204
2026-01-03T06:44:44.521266,22,3,7,0.6505887508392334,652,44,722,99
2026-01-03T06:44:44.521266,22,4,2,0.689440131187439,734,49,767,94
2026-01-03T06:44:44.521266,22,5,14,0.4207245409488678,29,111,50,141
2026-01-03T06:44:44.521266,22,11,0,0.47847580909729004,400,169,423,253
2026-01-03T06:44:44.646514,23,3,7,0.6662952303886414,652,44,722,100
2026-01-03T06:44:44.646514,23,4,2,0.6814693212509155,734,49,767,94
2026-01-03T06:44:44.646514,23,5,14,0.43037810921669006,29,111,50,141
2026-01-03T06:44:44.646514,23,11,0,0.5818409323692322,394,179,415,251
2026-01-03T06:44:44.795059,24,3,7,0.6625248193740845,652,44,722,100
2026-01-03T06:44:44.795059,24,4,2,0.6863539218902588,734,49,767,94
2026-01-03T06:44:44.795059,24,5,14,0.41420120000839233,29,111,50,141
2026-01-03T06:44:44.795059,24,11,0,0.4310295283794403,392,174,415,249
2026-01-03T06:44:44.927108,25,3,7,0.6699717044830322,652,44,722,100
2026-01-03T06:44:44.927108,25,4,2,0.686784565448761,734,49,767,94
2026-01-03T06:44:44.927108,25,5,14,0.4103049039840698,29,111,50,141
2026-01-03T06:44:44.927108,25,11,0,0.37197232246398926,389,172,415,248
2026-01-03T06:44:45.048090,26,3,7,0.6652570366859436,652,43,722,100
2026-01-03T06:44:45.048090,26,4,2,0.6867746114730835,734,49,767,94
2026-01-03T06:44:45.048090,26,5,14,0.41622158885002136,29,111,50,141
2026-01-03T06:44:45.164708,27,3,7,0.6687210202217102,652,43,722,100
2026-01-03T06:44:45.164708,27,4,2,0.691475510597229,734,49,767,94
2026-01-03T06:44:45.164708,27,5,14,0.43966570496559143,29,111,50,141
2026-01-03T06:44:45.306162,28,3,7,0.6753100752830505,652,44,722,99
2026-01-03T06:44:45.306162,28,4,2,0.6878886818885803,734,50,767,94
2026-01-03T06:44:45.306162,28,5,14,0.433603972196579,29,111,50,141
2026-01-03T06:44:45.431710,29,3,7,0.6719895601272583,652,44,722,99
2026-01-03T06:44:45.431710,29,4,2,0.6887750625610352,734,50,767,94
2026-01-03T06:44:45.431710,29,5,14,0.4490642845630646,29,111,50,141
2026-01-03T06:44:45.557837,30,3,7,0.6773910522460938,652,44,722,100
2026-01-03T06:44:45.557837,30,4,2,0.6866624355316162,734,50,767,94
2026-01-03T06:44:45.557837,30,5,14,0.46194958686828613,29,111,50,141
2026-01-03T06:44:45.682632,31,3,7,0.6889528036117554,652,44,722,100
2026-01-03T06:44:45.682632,31,4,2,0.6899816989898682,734,49,767,94
2026-01-03T06:44:45.682632,31,5,14,0.4374161660671234,29,111,49,141
2026-01-03T06:44:45.682632,31,12,0,0.3146853744983673,400,202,430,294
2026-01-03T06:44:45.802209,32,3,7,0.706000804901123,652,43,722,100
2026-01-03T06:44:45.802209,32,4,2,0.6809976696968079,734,50,767,94
2026-01-03T06:44:45.802209,32,5,14,0.4248296022415161,29,111,49,141
2026-01-03T06:44:45.944378,33,3,7,0.7080570459365845,652,43,722,100
2026-01-03T06:44:45.944378,33,4,2,0.6803274154663086,734,50,767,94
2026-01-03T06:44:45.944378,33,5,14,0.3678213059902191,29,111,49,141
2026-01-03T06:44:46.117328,34,3,7,0.6960229873657227,652,44,722,100
2026-01-03T06:44:46.117328,34,4,2,0.6846864223480225,734,50,767,94
2026-01-03T06:44:46.117328,34,5,14,0.378732830286026,29,111,49,141
2026-01-03T06:44:46.243195,35,3,7,0.6881548762321472,652,44,722,99
2026-01-03T06:44:46.243195,35,4,2,0.6767178773880005,734,50,767,94
2026-01-03T06:44:46.243195,35,5,14,0.3822585940361023,29,111,49,141
2026-01-03T06:44:46.376918,36,3,7,0.6907685995101929,652,44,722,100
2026-01-03T06:44:46.376918,36,4,2,0.6736906170845032,734,50,767,94
2026-01-03T06:44:46.376918,36,5,14,0.4021293818950653,29,111,49,141
2026-01-03T06:44:46.527613,37,2,0,0.7487564086914062,373,180,400,259
2026-01-03T06:44:46.527613,37,3,7,0.6839674115180969,652,44,722,99
2026-01-03T06:44:46.527613,37,4,2,0.6812852025032043,734,50,767,94
2026-01-03T06:44:46.527613,37,5,14,0.38199448585510254,29,111,49,141
2026-01-03T06:44:46.727228,38,2,0,0.7761738896369934,373,179,399,258
2026-01-03T06:44:46.727228,38,3,7,0.6769649386405945,652,44,722,99
2026-01-03T06:44:46.727228,38,4,2,0.6855955123901367,734,50,767,94
2026-01-03T06:44:46.727228,38,5,14,0.4136751890182495,29,111,49,141
2026-01-03T06:44:46.875261,39,3,7,0.6899202466011047,652,43,722,99
2026-01-03T06:44:46.875261,39,4,2,0.6737527251243591,734,50,767,94
2026-01-03T06:44:46.875261,39,5,14,0.41619873046875,29,111,49,141
2026-01-03T06:44:46.875261,39,13,0,0.5096825361251831,437,189,457,272
2026-01-03T06:44:46.875261,39,14,0,0.49298661947250366,753,289,767,400
2026-01-03T06:44:47.032526,40,3,7,0.6837772727012634,652,44,722,99
2026-01-03T06:44:47.032526,40,4,2,0.6776465773582458,734,50,767,94
2026-01-03T06:44:47.032526,40,5,14,0.42938917875289917,28,111,49,141
2026-01-03T06:44:47.032526,40,13,0,0.6836127638816833,438,184,459,269
2026-01-03T06:44:47.032526,40,14,0,0.7432550191879272,734,280,767,396
2026-01-03T06:44:47.176261,41,3,7,0.681150496006012,652,44,722,99
2026-01-03T06:44:47.176261,41,4,2,0.6766466498374939,734,50,767,94
2026-01-03T06:44:47.176261,41,5,14,0.38228172063827515,29,111,49,141
2026-01-03T06:44:47.176261,41,13,0,0.6876437664031982,441,189,461,267
2026-01-03T06:44:47.176261,41,14,0,0.7860780954360962,730,281,767,390
2026-01-03T06:44:47.307434,42,2,0,0.7802188992500305,378,176,404,256
2026-01-03T06:44:47.307434,42,3,7,0.6810853481292725,652,44,722,99
2026-01-03T06:44:47.307434,42,4,2,0.6742978096008301,734,50,767,94
2026-01-03T06:44:47.307434,42,5,14,0.36644577980041504,29,111,49,141
2026-01-03T06:44:47.307434,42,13,0,0.7348573803901672,440,184,463,263
2026-01-03T06:44:47.307434,42,14,0,0.7376525402069092,729,279,767,397
2026-01-03T06:44:47.453374,43,2,0,0.7710275650024414,379,177,405,256
2026-01-03T06:44:47.453374,43,3,7,0.6493134498596191,652,44,722,100
2026-01-03T06:44:47.453374,43,4,2,0.6841148138046265,734,50,767,94
2026-01-03T06:44:47.453374,43,5,14,0.4077908396720886,29,111,49,141
2026-01-03T06:44:47.453374,43,13,0,0.714094340801239,442,186,469,263
2026-01-03T06:44:47.453374,43,14,0,0.8613524436950684,719,273,759,389
2026-01-03T06:44:47.596097,44,2,0,0.7845785617828369,379,177,408,258
2026-01-03T06:44:47.596097,44,3,7,0.6443681716918945,652,44,722,99
2026-01-03T06:44:47.596097,44,4,2,0.6746580600738525,734,50,767,94
2026-01-03T06:44:47.596097,44,5,14,0.4105563759803772,29,111,49,141
2026-01-03T06:44:47.596097,44,13,0,0.7955186367034912,442,186,471,260
2026-01-03T06:44:47.596097,44,14,0,0.8422629237174988,711,272,754,387
2026-01-03T06:44:47.722477,45,2,0,0.7937233448028564,378,178,405,257
2026-01-03T06:44:47.722477,45,3,7,0.641801655292511,652,44,722,100
2026-01-03T06:44:47.722477,45,4,2,0.6756983995437622,734,50,767,94
2026-01-03T06:44:47.722477,45,5,14,0.4322006404399872,29,111,49,141
2026-01-03T06:44:47.722477,45,14,0,0.8332673907279968,705,271,748,387
2026-01-03T06:44:47.849968,46,2,0,0.7776830196380615,378,177,405,256
2026-01-03T06:44:47.849968,46,3,7,0.6460221409797668,652,44,722,99
2026-01-03T06:44:47.849968,46,4,2,0.6721836924552917,734,50,767,94
2026-01-03T06:44:47.849968,46,5,14,0.411333292722702,28,111,49,141
2026-01-03T06:44:47.849968,46,14,0,0.8528642058372498,700,269,743,386
2026-01-03T06:44:48.001947,47,1,0,0.41056016087532043,403,181,425,264
2026-01-03T06:44:48.001947,47,2,0,0.8515365123748779,375,178,402,256
2026-01-03T06:44:48.001947,47,3,7,0.6590331196784973,652,44,722,99
2026-01-03T06:44:48.001947,47,4,2,0.6707915663719177,734,50,767,94
2026-01-03T06:44:48.001947,47,5,14,0.3260173797607422,29,111,49,141
2026-01-03T06:44:48.130762,48,1,0,0.41444388031959534,405,182,425,263
2026-01-03T06:44:48.130762,48,2,0,0.8246910572052002,374,179,400,257
2026-01-03T06:44:48.130762,48,3,7,0.6671087741851807,652,44,722,99
2026-01-03T06:44:48.130762,48,4,2,0.6783360242843628,734,50,767,94
2026-01-03T06:44:48.130762,48,5,14,0.3361727297306061,29,111,49,141
2026-01-03T06:44:48.343110,49,1,0,0.386372447013855,406,181,425,263
2026-01-03T06:44:48.343110,49,2,0,0.8119460940361023,373,179,400,257
2026-01-03T06:44:48.343110,49,3,7,0.6673547029495239,652,43,722,99
2026-01-03T06:44:48.343110,49,4,2,0.6767743825912476,734,50,767,94
2026-01-03T06:44:48.343110,49,5,14,0.3575442433357239,29,111,49,141
2026-01-03T06:44:48.469144,50,2,0,0.8453474640846252,373,179,400,257
2026-01-03T06:44:48.469144,50,3,7,0.6641257405281067,652,43,722,100
2026-01-03T06:44:48.469144,50,4,2,0.6821890473365784,734,50,767,94
2026-01-03T06:44:48.469144,50,5,14,0.38165369629859924,29,111,49,141
2026-01-03T06:44:48.682819,51,2,0,0.8420068621635437,373,179,400,257
2026-01-03T06:44:48.682819,51,3,7,0.6669358015060425,652,43,722,100
2026-01-03T06:44:48.682819,51,4,2,0.67506343126297,734,50,767,94
2026-01-03T06:44:48.682819,51,5,14,0.37396156787872314,29,111,49,141
2026-01-03T06:44:48.803124,52,2,0,0.827292263507843,373,179,401,257
2026-01-03T06:44:48.803124,52,3,7,0.6700003743171692,652,43,722,100
2026-01-03T06:44:48.803124,52,4,2,0.676888644695282,734,50,767,94
2026-01-03T06:44:48.803124,52,5,14,0.34787634015083313,29,111,49,141
2026-01-03T06:44:48.903630,53,2,0,0.8376681208610535,373,179,399,257
2026-01-03T06:44:48.903630,53,3,7,0.6731501817703247,652,43,722,100
2026-01-03T06:44:48.903630,53,4,2,0.6799188852310181,734,50,767,94
2026-01-03T06:44:48.903630,53,5,14,0.3412046432495117,29,111,49,141
2026-01-03T06:44:49.010484,54,1,0,0.33277788758277893,403,177,426,264
2026-01-03T06:44:49.010484,54,2,0,0.8015373945236206,374,179,397,256
2026-01-03T06:44:49.010484,54,3,7,0.6801379919052124,652,43,722,100
2026-01-03T06:44:49.010484,54,4,2,0.6745566725730896,734,50,767,94
2026-01-03T06:44:49.010484,54,5,14,0.37025633454322815,29,111,49,141
2026-01-03T06:44:49.120029,55,1,0,0.2988399267196655,401,171,426,264
2026-01-03T06:44:49.120029,55,2,0,0.799875020980835,375,179,398,256
2026-01-03T06:44:49.120029,55,3,7,0.686741828918457,652,43,722,100
2026-01-03T06:44:49.120029,55,4,2,0.6710478067398071,734,50,767,94
2026-01-03T06:44:49.120029,55,5,14,0.3329092264175415,29,111,49,141
2026-01-03T06:44:49.220308,56,1,0,0.43116313219070435,399,168,421,264
2026-01-03T06:44:49.220308,56,2,0,0.8001235127449036,376,178,399,256
2026-01-03T06:44:49.220308,56,3,7,0.6828058958053589,652,43,722,100
2026-01-03T06:44:49.220308,56,4,2,0.6707859635353088,734,50,767,94
2026-01-03T06:44:49.220308,56,5,14,0.32269856333732605,29,111,49,141
2026-01-03T06:44:49.325449,57,2,0,0.6776142120361328,377,173,402,257
2026-01-03T06:44:49.325449,57,3,7,0.6781194806098938,652,43,722,100
2026-01-03T06:44:49.325449,57,4,2,0.6777092814445496,734,50,767,94
2026-01-03T06:44:49.325449,57,5,14,0.2946825623512268,29,111,49,141
2026-01-03T06:44:49.425000,58,2,0,0.7501471042633057,378,171,403,256
2026-01-03T06:44:49.425000,58,3,7,0.6718427538871765,652,44,722,99
2026-01-03T06:44:49.425000,58,4,2,0.6784039735794067,734,50,767,94
2026-01-03T06:44:49.425000,58,5,14,0.32288897037506104,29,111,49,141
2026-01-03T06:44:49.425000,58,15,30,0.29533761739730835,620,329,659,350
2026-01-03T06:44:49.519919,59,1,0,0.4170876741409302,399,182,424,263
2026-01-03T06:44:49.519919,59,2,0,0.6393210291862488,376,176,401,257
2026-01-03T06:44:49.519919,59,3,7,0.6748142838478088,652,43,722,99
2026-01-03T06:44:49.519919,59,4,2,0.677710235118866,734,50,767,94
2026-01-03T06:44:49.519919,59,5,14,0.279998779296875,29,111,49,141
2026-01-03T06:44:49.613467,60,1,0,0.5692635774612427,399,182,423,264
2026-01-03T06:44:49.613467,60,3,7,0.6793104410171509,652,44,722,99
2026-01-03T06:44:49.613467,60,4,2,0.6785939931869507,734,50,767,94
2026-01-03T06:44:49.613467,60,5,14,0.30446678400039673,29,111,49,141
2026-01-03T06:44:49.613467,60,16,0,0.6914817690849304,365,171,384,236
2026-01-03T06:44:49.704254,61,1,0,0.5707225799560547,399,183,423,264
2026-01-03T06:44:49.704254,61,2,0,0.7311291694641113,377,183,401,258
2026-01-03T06:44:49.704254,61,3,7,0.6764832735061646,652,44,722,99
2026-01-03T06:44:49.704254,61,4,2,0.6899234652519226,734,50,767,94
2026-01-03T06:44:49.704254,61,5,14,0.3329095244407654,29,111,49,141
2026-01-03T06:44:49.704254,61,16,0,0.6673805713653564,358,169,379,237
2026-01-03T06:44:49.794815,62,1,0,0.5646570920944214,399,184,424,263
2026-01-03T06:44:49.794815,62,2,0,0.797743022441864,375,183,402,259
2026-01-03T06:44:49.794815,62,3,7,0.6811466217041016,652,44,722,99
2026-01-03T06:44:49.794815,62,4,2,0.6824503540992737,734,50,767,94
2026-01-03T06:44:49.794815,62,5,14,0.32237064838409424,29,111,49,141
2026-01-03T06:44:49.794815,62,16,0,0.6936390995979309,343,169,378,236
2026-01-03T06:44:49.887214,63,1,0,0.4387388527393341,399,184,425,263
2026-01-03T06:44:49.887214,63,2,0,0.7590891718864441,372,182,400,260
2026-01-03T06:44:49.887214,63,3,7,0.670846164226532,652,43,722,99
2026-01-03T06:44:49.887214,63,4,2,0.683677077293396,734,50,767,94
2026-01-03T06:44:49.887214,63,5,14,0.3185275197029114,29,111,49,141
2026-01-03T06:44:49.887214,63,16,0,0.76033616065979,340,169,378,237
2026-01-03T06:44:49.983016,64,1,0,0.45013123750686646,400,182,424,264
2026-01-03T06:44:49.983016,64,2,0,0.757851779460907,372,181,400,260
2026-01-03T06:44:49.983016,64,3,7,0.6779813766479492,652,43,722,99
2026-01-03T06:44:49.983016,64,4,2,0.6825664043426514,734,50,767,94
2026-01-03T06:44:49.983016,64,5,14,0.32788941264152527,29,111,49,141
2026-01-03T06:44:50.079239,65,1,0,0.45617905259132385,401,183,425,263
2026-01-03T06:44:50.079239,65,2,0,0.7347893714904785,372,181,401,260
2026-01-03T06:44:50.079239,65,3,7,0.6642007231712341,652,43,722,99
2026-01-03T06:44:50.079239,65,4,2,0.6941339373588562,734,50,767,94
2026-01-03T06:44:50.079239,65,5,14,0.3084751069545746,29,111,49,141
2026-01-03T06:44:50.079239,65,16,0,0.7196307182312012,328,168,352,236
2026-01-03T06:44:50.171704,66,2,0,0.7765583992004395,370,179,401,260
2026-01-03T06:44:50.171704,66,3,7,0.6601749062538147,652,43,722,99
2026-01-03T06:44:50.171704,66,4,2,0.6982568502426147,734,50,767,94
2026-01-03T06:44:50.171704,66,5,14,0.322980135679245,29,111,49,141
2026-01-03T06:44:50.171704,66,16,0,0.8074447512626648,319,169,351,235
2026-01-03T06:44:50.262612,67,2,0,0.7780176401138306,372,180,401,260
2026-01-03T06:44:50.262612,67,3,7,0.6587573289871216,652,44,722,100
2026-01-03T06:44:50.262612,67,4,2,0.6958383321762085,734,50,767,94
2026-01-03T06:44:50.262612,67,5,14,0.32653379440307617,29,111,49,141
2026-01-03T06:44:50.262612,67,16,0,0.7283521294593811,315,169,346,236
2026-01-03T06:44:50.351113,68,2,0,0.8177809715270996,371,180,399,260
2026-01-03T06:44:50.351113,68,3,7,0.6702326536178589,652,43,722,99
2026-01-03T06:44:50.351113,68,4,2,0.6979368329048157,734,50,767,94
2026-01-03T06:44:50.351113,68,5,14,0.32332128286361694,29,111,49,141
2026-01-03T06:44:50.439083,69,2,0,0.7960500121116638,370,180,400,260
2026-01-03T06:44:50.439083,69,3,7,0.6616654992103577,652,43,722,99
2026-01-03T06:44:50.439083,69,4,2,0.6967471241950989,734,50,767,94
2026-01-03T06:44:50.439083,69,5,14,0.3075929880142212,29,111,49,141
2026-01-03T06:44:50.439083,69,16,0,0.8223379850387573,295,166,327,235
2026-01-03T06:44:50.795711,70,2,0,0.7796781659126282,370,180,401,260
2026-01-03T06:44:50.795711,70,3,7,0.6674950122833252,652,43,722,99
2026-01-03T06:44:50.795711,70,4,2,0.6956219673156738,734,50,767,94
2026-01-03T06:44:50.795711,70,5,14,0.2845049202442169,29,111,49,141
2026-01-03T06:44:50.795711,70,16,0,0.8254451751708984,290,169,325,235
2026-01-03T06:44:50.923483,71,2,0,0.7896996736526489,371,181,400,260
2026-01-03T06:44:50.923483,71,3,7,0.6766015887260437,652,43,722,99
2026-01-03T06:44:50.923483,71,4,2,0.6927197575569153,734,50,767,94
2026-01-03T06:44:50.923483,71,5,14,0.2838837206363678,29,111,49,141
2026-01-03T06:44:50.923483,71,16,0,0.7969909310340881,288,170,322,235
2026-01-03T06:44:51.017546,72,2,0,0.7984983921051025,369,180,400,259
2026-01-03T06:44:51.017546,72,3,7,0.6693176031112671,652,43,722,99
2026-01-03T06:44:51.017546,72,4,2,0.6942819952964783,734,50,767,94
2026-01-03T06:44:51.017546,72,5,14,0.3155217170715332,29,111,49,141
2026-01-03T06:44:51.116497,73,2,0,0.8010388016700745,372,180,398,260
2026-01-03T06:44:51.116497,73,3,7,0.6564798355102539,652,43,722,99
2026-01-03T06:44:51.116497,73,4,2,0.6971709728240967,734,50,767,94
2026-01-03T06:44:51.116497,73,5,14,0.25612202286720276,29,111,49,141
2026-01-03T06:44:51.116497,73,16,0,0.7537909150123596,270,170,304,235
2026-01-03T06:44:51.209399,74,2,0,0.7655003070831299,371,179,399,260
2026-01-03T06:44:51.209399,74,3,7,0.6521561741828918,652,43,722,99
2026-01-03T06:44:51.209399,74,4,2,0.6927282810211182,734,50,767,94
2026-01-03T06:44:51.209399,74,5,14,0.265852153301239,29,111,49,141
2026-01-03T06:44:51.209399,74,16,0,0.7300490736961365,267,169,299,237
2026-01-03T06:44:51.305432,75,2,0,0.7719544172286987,370,179,400,260
2026-01-03T06:44:51.305432,75,3,7,0.665378749370575,652,43,722,99
2026-01-03T06:44:51.305432,75,4,2,0.6799399256706238,734,50,767,94
2026-01-03T06:44:51.305432,75,5,14,0.26019513607025146,29,111,49,141
